,genre,testtrainval
115597,Experimental,training
115697,Electronic,training
115698,Electronic,training
115699,Electronic,training
115700,Electronic,training
115721,Electronic,training
115722,Electronic,training
115723,Electronic,training
115724,Electronic,training
115735,Rock,training
115761,Rock,training
115762,Rock,training
115764,Rock,training
115765,Rock,training
115766,Rock,training
115767,Instrumental,training
115768,Instrumental,training
115769,Instrumental,training
115771,Instrumental,training
115772,Instrumental,training
115773,Instrumental,training
115774,Instrumental,training
115775,Instrumental,training
115811,Electronic,training
115812,Electronic,training
115813,Electronic,training
115814,Electronic,training
115815,Electronic,training
115816,Electronic,training
115817,Experimental,training
115849,Experimental,training
115850,Experimental,training
115852,Experimental,training
115888,Instrumental,training
115891,Instrumental,training
115892,Instrumental,training
115922,Folk,training
115923,Folk,training
115925,Folk,training
115926,Folk,test
115927,Folk,training
115930,Folk,training
115932,Folk,training
115935,Folk,training
115944,Folk,training
115948,Folk,training
116029,Electronic,training
116068,Electronic,training
116098,Instrumental,training
116099,Instrumental,training
116101,Instrumental,training
116116,Experimental,training
116119,Experimental,training
116175,Instrumental,test
116176,Instrumental,test
116177,Instrumental,test
116235,Electronic,training
116236,Electronic,training
116237,Electronic,training
116238,Electronic,validation
116239,Electronic,training
116240,Electronic,validation
116241,Electronic,training
116242,Electronic,training
116243,Electronic,training
116261,Experimental,training
116344,Electronic,training
116345,Electronic,training
116372,Experimental,training
116383,Experimental,training
116388,Hip-Hop,test
116389,Hip-Hop,test
116390,Hip-Hop,test
116407,Hip-Hop,test
116446,Folk,training
116447,Folk,training
116448,Folk,training
116449,Folk,training
116451,Folk,training
116452,Folk,training
116453,Folk,training
116454,Folk,training
116455,Folk,training
116456,Folk,training
116457,Folk,training
116458,Folk,training
116464,Experimental,training
116465,Experimental,training
116466,Instrumental,training
116467,Instrumental,training
116468,Instrumental,training
116487,Instrumental,training
116488,Instrumental,training
116489,Instrumental,training
116490,Instrumental,training
116491,Instrumental,training
116514,Experimental,validation
116517,Experimental,validation
116525,Experimental,validation
116526,Instrumental,test
116527,Instrumental,test
116528,Instrumental,test
116547,Rock,training
116549,Instrumental,training
116586,Experimental,training
116587,Experimental,training
116704,Folk,training
116706,Folk,training
116707,Folk,training
116709,Experimental,training
116733,Instrumental,training
116735,Instrumental,training
116736,Instrumental,training
116753,Instrumental,training
116755,Instrumental,training
116756,Instrumental,training
116757,Instrumental,training
116758,Instrumental,training
116759,Instrumental,training
116760,Instrumental,training
116833,Rock,training
116868,Instrumental,training
116869,Instrumental,training
116870,Instrumental,training
116871,Instrumental,training
116872,Folk,training
116873,Folk,training
116874,Folk,training
116876,Folk,training
116877,Electronic,training
116878,Electronic,training
116879,Electronic,training
116880,Electronic,training
116881,Electronic,training
116882,Electronic,training
116883,Folk,training
117057,Experimental,training
117159,Instrumental,training
117160,Instrumental,training
117161,Instrumental,training
117169,Instrumental,training
117170,Instrumental,training
117171,Instrumental,training
117172,Instrumental,training
117173,Instrumental,training
117251,Instrumental,test
117252,Instrumental,test
117253,Instrumental,test
117287,Electronic,training
117288,Electronic,training
117450,Rock,training
117472,Pop,training
117473,Pop,training
117609,Instrumental,training
117610,Instrumental,training
117611,Instrumental,training
117612,Instrumental,training
117613,Instrumental,training
117614,Instrumental,training
117626,Instrumental,test
117627,Folk,training
117628,Folk,training
117629,Folk,training
117630,Folk,training
117631,Folk,training
117632,Folk,training
117666,International,training
117667,International,training
117668,International,training
117669,International,training
117670,International,training
117846,Experimental,training
117883,Rock,test
117884,Rock,test
117885,Rock,test
117886,Rock,test
117887,Rock,test
117942,International,validation
117943,International,test
117944,International,training
117945,International,training
117946,International,training
117961,Experimental,test
117966,Experimental,training
117967,Experimental,validation
117970,Experimental,training
117991,Experimental,training
118000,Experimental,training
118012,Experimental,training
118058,Instrumental,training
118059,Instrumental,training
118060,Instrumental,training
118061,Instrumental,training
118062,Instrumental,training
118063,Instrumental,training
118068,Instrumental,training
118070,Electronic,validation
118084,Experimental,training
118085,Experimental,training
118087,Experimental,training
118195,Experimental,training
118196,Experimental,training
118222,Experimental,training
118223,Experimental,training
118257,Experimental,training
118276,Experimental,training
118277,Experimental,training
118279,Rock,training
118327,Rock,training
118384,Rock,training
118478,Experimental,training
118484,Experimental,training
118489,Experimental,training
118496,Experimental,training
118498,Experimental,training
118499,Experimental,training
118500,Experimental,training
118502,Experimental,training
118503,Experimental,training
118504,Experimental,training
118505,Experimental,test
118507,Experimental,training
118569,Hip-Hop,training
118618,Instrumental,training
118629,Electronic,training
118670,Folk,training
118671,Folk,training
118672,Folk,training
118674,Folk,training
118734,Electronic,training
118735,Folk,training
118738,Folk,training
118739,Folk,training
118886,Folk,validation
118891,Folk,validation
118920,Electronic,training
118921,Electronic,training
118922,Electronic,training
118923,Electronic,training
118950,Instrumental,training
118951,Instrumental,training
118952,Instrumental,training
118953,Instrumental,training
118954,Instrumental,training
118955,Instrumental,training
118957,Experimental,training
118958,Experimental,training
118972,Experimental,training
118986,Experimental,training
118987,Experimental,training
118988,Experimental,training
119025,Experimental,training
119026,Experimental,training
119027,Experimental,training
119063,Experimental,training
119086,Experimental,training
119095,Experimental,training
119097,Experimental,training
119118,Experimental,training
119134,Experimental,training
119187,Pop,training
119193,Pop,training
119257,Rock,training
119369,Experimental,training
119379,Experimental,training
119413,Experimental,training
119545,Experimental,training
119569,Rock,training
119571,Rock,training
119574,Rock,training
119575,Experimental,training
119578,Experimental,training
119579,Experimental,training
119580,Experimental,training
119582,Experimental,training
119583,Experimental,training
119584,Pop,test
119592,Pop,test
119715,Rock,training
119719,Folk,training
119725,Folk,training
119726,Folk,training
119727,Experimental,training
119745,Experimental,validation
119828,Instrumental,test
119830,Instrumental,test
119831,Instrumental,test
119893,Instrumental,training
119894,Instrumental,training
119895,Instrumental,training
119896,Instrumental,training
119897,Instrumental,training
119898,Instrumental,training
119899,Instrumental,training
119900,Instrumental,training
119901,Instrumental,training
119922,Rock,training
119938,Hip-Hop,training
119939,Hip-Hop,training
119940,Hip-Hop,training
119941,Hip-Hop,training
119942,Hip-Hop,training
119979,Hip-Hop,training
119985,Hip-Hop,training
119988,Hip-Hop,training
119991,Hip-Hop,training
119992,Hip-Hop,training
119993,Hip-Hop,training
119994,Hip-Hop,training
120099,Pop,validation
120105,Pop,training
120109,Pop,training
120111,Pop,training
120112,Pop,training
120150,Experimental,training
120160,Experimental,training
120161,Experimental,training
120171,Experimental,training
120172,Folk,training
120177,Folk,training
120178,Folk,training
120179,Pop,training
120183,Pop,training
120184,Pop,training
120188,Pop,training
120189,Pop,training
120194,Pop,training
120196,Pop,training
120199,Pop,training
120200,Pop,training
120201,Pop,validation
120203,Pop,training
120206,Pop,test
120207,Pop,training
120208,Pop,training
120296,Instrumental,training
120297,Instrumental,training
120298,Instrumental,training
120299,Instrumental,training
120300,Instrumental,training
120302,Instrumental,training
120303,Instrumental,training
120304,Instrumental,training
120305,Instrumental,training
120306,Instrumental,training
120307,Instrumental,training
120308,Instrumental,training
120309,Instrumental,training
120310,Instrumental,training
120312,Instrumental,training
120313,Instrumental,training
120314,Instrumental,training
120315,Instrumental,training
120316,Instrumental,training
120317,Instrumental,training
120318,Instrumental,training
120319,Instrumental,training
120320,Instrumental,training
120321,Instrumental,training
120322,Instrumental,training
120323,Instrumental,training
120324,Instrumental,training
120325,Instrumental,training
120326,Instrumental,training
120327,Instrumental,training
120328,Instrumental,training
120329,Instrumental,training
120330,Instrumental,training
120331,Instrumental,training
120332,Instrumental,training
120333,Instrumental,training
120462,Electronic,training
120466,Electronic,training
120467,Electronic,training
120468,Electronic,training
120469,Electronic,training
120470,Electronic,training
120471,Electronic,training
120504,Instrumental,training
120513,Instrumental,validation
120514,Instrumental,validation
120515,Instrumental,validation
120518,Rock,validation
120769,Instrumental,training
120770,Instrumental,training
120771,Instrumental,training
120772,Instrumental,training
120773,Instrumental,training
120774,Instrumental,training
120775,Instrumental,training
120776,Instrumental,training
120777,Instrumental,training
120778,Instrumental,training
120779,Experimental,validation
120782,Experimental,validation
121251,Rock,training
121256,Rock,training
121257,Rock,training
121273,Experimental,training
121288,Experimental,training
121312,Hip-Hop,training
121313,Hip-Hop,training
121314,Hip-Hop,training
121315,Hip-Hop,training
121316,Hip-Hop,training
